Course Name,Course ID,Credit Count,Prerequisites
"Health, Wealth, and Power",GWS 250,4,"Permission of instructor
MUSP 456 Private Harpsichord 4 1, 3 credits
Audition required"
Feminist Thought,GWS 310,4,"Permission of instructor
MUSP 457 Private Organ 4 1, 3 credits
Audition required"
Feminist Activism and Social Justice,GWS 330,4,"Permission of instructor
MUSP 458 Private Contemporary Commercial Voice 4 1, 3 credits
Audition required"
Undergraduate Seminar,GWS 340,4,"Permission of instructor
MUSP 461 Private Trumpet 4 1, 3 credits
Audition required"
Sexual Assault Victim Advocacy,GWS 411,4,"Permission of instructor
MUSP 462 Private Horn 4 1, 3 credits
Audition required"
Cultivating Inclusive Classrooms,GWS 440,4,"Permission of instructor
MUSP 463 Private Trombone 4 1, 3 credits
Audition required"
Sexuality & Queer Identities,GWS 455,4,"Permission of instructor
MUSP 464 Private Euphonium 4 1, 3 credits
Audition required"
Elements of Geography,GEOG 100,3,"Permission of instructor
MUSP 465 Private Tuba 4 1, 3 credits
Audition required"
Introductory Physical Geography,GEOG 101,4,"Permission of instructor
MUSP 471 Private Violin 4 1, 3 credits
Audition required"
World Regional Geography,GEOG 102,3,"Permission of instructor
MUSP 472 Private Viola 4 1, 3 credits
Audition required"
Introductory Cultural Geography,GEOG 103,3,"Permission of instructor
MUSP 473 Private Cello 4 1, 3 credits
Audition required"
Introduction to Geospatial Technologies,GEOG 105,3,"Permission of instructor
www"
Precision Agriculture,GEOG 205,3,"Permission of instructor
MUSP 476 Private Classical Guitar 4 1, 3 credits
Audition required"
Landscapes and Places,GEOG 210W,3,"Permission of instructor
MUSP 478 Private Electric Guitar 4 1, 3 credits
Audition required"
Weather,GEOG 217,4,"Permission of instructor
MUSP 479 Private Electric Bass 4 1, 3 credits
Audition required"
Natural Disasters,GEOG 313,4,"Permission of instructor
MUSP 481 Private Flute 4 1, 3 credits
Audition required"
Geomorphology,GEOG 315,4,"Permission of instructor
MUSP 482 Private Oboe 4 1, 3 credits
Audition required"
United States,GEOG 340,3,"Permission of instructor
MUSP 483 Private Clarinet 4 1, 3 credits
Audition required"
Geography of Minnesota,GEOG 342,3,"Permission of instructor
MUSP 484 Private Saxophone 4 1, 3 credits
Audition required"
GIS for Crime Analysis,GEOG 352,3,"Permission of instructor
MUSP 485 Private Bassoon 4 1, 3 credits
Audition required"
Cartographic Techniques,GEOG 370,4,"Permission of instructor
MUSP 486 Private Percussion 4 1, 3 credits
Audition required"
Colloquium,GEOG 401,1,"Permission of instructor
MUSP 491 Private Instrument 4 1, 3 credits
Audition required"
Climatic Environments,GEOG 410,3,"Permission of instructor
MUSP 493 Advanced Choral Conducting 3 credits
Continuing development of choral conducting and analysis skills"
Soils Geomorphology,GEOG 411,4,"Permission of Instructor
MUSP 497 Advanced Instrumental Conducting 3 credits
Conducting skills for the advanced instrumental conductor"
Advanced Weather,GEOG 412,4,"ENG 101, NURS 286
330 2024-2025 Undergraduate Catalog www"
GEOG 413 Soil Conservation,GEOG 217,4,"BIOL 201 and BIOL 202 OR BIOL 220 and BIOL 330
NURS 284 Pharmacology for Healthcare Professionals 3 credits
Focuses on the basic drug classification, concepts and principles of
pharmacology with application of drug therapy"
Biogeography,GEOG 414,3,Minimum of a C in BIOL 220 and BIOL 330
Earth Surface Processes,GEOG 415,4,Prerequisites: RN licensure
Fluvial Geomorphology and Hydrology,GEOG 416W,4,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317
NURS 351 Physiologic Integrity II 5 credits
Focuses on nursing management of alterations in physiological
integrity and meeting needs of patients with commonly occurring
acute or chronic health disorders and/or injury"
Quaternary Environments and Climatic Change,GEOG 417,4,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317
NURS 353 Psychosocial Integrity 3 credits
Focuses on mental health and psychosocial concepts and the
responsibility of nursing in promoting and maintaining psychosocial
integrity of individuals"
Conservation of Natural Resources,GEOG 420,3,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317
www"
Economic Geography,GEOG 425,3,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317
NURS 357 Nursing Simulation and Procedures II 2 credits
Focuses on developing clinical judgment, decision-making, and
psychosocial understanding of changes experienced by families using
simulated patient encounters"
Human Migration,GEOG 428,3,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317
NURS 362 Family and Societal Nursing for RNs 4 credits
This course investigates the concepts related to family as client, nursefamily relationships, and the family health experience by examining
family literature and family research"
Urban Geography,GEOG 435,3,Prerequisites: RN licensure
Rural Geography,GEOG 436,3,"NURS 284, NURS 330, NURS 333, NURS 334, NURS 336
NURS 365 Nursing Care of Families in Transition I 7 credits
Focuses on the critical inquiry of the physiological and psychosocial
changes occurring with families during the childbearing/childrearing
transition period"
Political Geography,GEOG 437,3,"NURS 333, NURS 334, NURS 335, NURS 336
NURS 366 Quality, Safety and Informatics in Healthcare 2 credits
Focus on identification, implementation, and evaluation of patient/
family quality and safety measures"
Social Geography,GEOG 438,3,RN Licensure
Transportation Modeling & GIS,GEOG 439,4,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357
NURS 411 Physiologic Integrity III 5 credits
Focuses on nursing management of alterations in physiological
integrity including patients with commonly occurring complex, multisystem health disorders"
Latin America,GEOG 445,3,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357
NURS 413 Population Focused Care 3 credits
Focuses on health promotion, disease prevention, determinants of
health, community and systems-levels interventions, and fundamental
issues of health equity"
Canada,GEOG 446,3,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357
332 2024-2025 Undergraduate Catalog www"
Europe,GEOG 450,3,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357
NURS 417 Nursing Simulation and Procedures III 1 credits
Focuses on application of clinical judgment, evidence-based practice,
and family-focused care through use of simulated patient encounters"
Geography of East Asia,GEOG 458,3,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357
NURS 420 Quality, Safety, Value and Informatics in Nursing Practice
for RNs 4 credits
This course is designed to highlight and analyze the role of the nurse in
the application and evaluation of national quality and safety guidelines,
standards and informatics tools to create a culture of quality and safety"
Digital Field Mapping with GPS,GEOG 471,4,"NURS 320
NURS 426 Nursing Care of Families II: Pediatrics/Adolescent
Health 3 credits
Focuses on the critical inquiry of the physiological and psychosocial
changes occurring with families during the childrearing period"
"or equivalent
GEOG 473 Intermediate GIS",GEOG 373,4,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357
NURS 433 Community Oriented Nursing Inquiry 4 credits
Think critically about the roles and responsibilities of the communityoriented nurse in the context of disease prevention, health promotion,
protection, maintenance, restoration, and surveillance of diverse
populations"
GEOG 474 Introduction to Remote Sensing,GEOG 373,4,"NURS 363, NURS 364, NURS 365, NURS 366
NURS 434 Physiologic Integrity III 4 credits
Focuses on nursing management of chronic alterations in physiological
integrity and meeting needs of patients with commonly occurring
chronic health disorders"
Open-Source GIS,GEOG 475,4,"NURS 363, NURS 364, NURS 365, NURS 366
NURS 435 Nursing Care of Families in Transition II 3 credits
Focuses on the critical inquiry of families"
Spatial Statistics,GEOG 476,3,"NURS 363, NURS 364, NURS 365, NURS 366
NURS 436 Psychosocial Integrity 4 credits
Focuses on mental health and psychosocial concepts and the
responsibility of nursing in promoting and maintaining psychosocial
integrity of individuals"
Spatial Analysis with GIS,GEOG 478,3,"NURS 363, NURS 364, NURS 365, NURS 366, PSYC 101
NURS 444 Healthcare Innovation and Entrepreneurship 4 credits
This course provides an overview of the innovative and entrepreneurial
process within healthcare environments"
GIS and Environmental Hazards,GEOG 481,3,"NURS 286
NURS 445 Legal and Ethical Issues in Health Informatics 4 credits
This course provides an overview of legal and ethical issues within
health informatics as related to accreditation requirements, licensure
and regulatory agencies, payment and reimbursement, management
and use of data, information, knowledge, and the technology used
to communicate"
GEOG 482 GIS for Natural Resources,GEOG 373,4,"NURS 286
NURS 450 Nursing Leadership & Management 3 credits
Focuses on nursing leadership and management skills, organizational
structure, care processes"
GEOG 483 Cloud Mapping & Visualization,GEOG 373,4,"NURS 410, NURS 411, NURS 413, NURS 416, NURS 417,
NURS 426
NURS 451 Physiologic Integrity IV 4 credits
Focuses on nursing management of complex or critical multi-system
alterations in physiologic integrity"
GEOG 484 Web GIS,GEOG 373,4,"NURS 410, NURS 411, NURS 413, NURS 416, NURS 417,
NURS 426
NURS 456 Societal and Global Health: Implications for Families in
Crisis 2 credits
Focuses on the critical inquiry of family, societal, and global health"
GIS Programming,GEOG 485,4,"NURS 410, NURS 411, NURS 413, NURS 416, NURS 417,
NURS 426
NURS 457 Nursing Simulation and Procedures IV 1 credit
Focuses on knowledge synthesis and management of patients and
families with multi-system alternations in physiologic integrity through
use of simulated patient encounters"
Introduction to Soil Science,GEOL 104,4,"NURS 410, NURS 411, NURS 413, NURS 416, NURS 417,
NURS 426
www"
Environmental Justice in Geoscience,GEOL 107,4,"NURS 450, NURS 451
NURS 463 Nursing Leadership and Management 3 credits
Focuses on nursing leadership and management skills, organizational
structure, care processes"
Oceans of the World,GEOL 108,3,"NURS 433, NURS 434, NURS 435, NURS 436
NURS 464 Physiologic Integrity IV 4 credits
Focuses on nursing management of complex, multi-system alterations
in physiologic integrity"
Physical Geology,GEOL 121,4,"NURS 433, NURS 434, NURS 435, NURS 436
NURS 465 Nursing Care of Families in Crisis 2 credits
An examination of family dynamics and the nursing role focused on
advanced family therapeutic communication, facilitation or family
care meetings to make informed health care decisions"
Earth History,GEOL 122,4,"NURS 433, NURS 434, NURS 435, NURS 436
NURS 466 Professional Role Integration 4 credits
Focuses on experiential learning that integrates nursing science in
preparing graduates for baccalaureate-generalist nursing practice"
Elements of Mineralogy,GEOL 201,4,"NURS 463, NURS 464
NURS 482W Population-Based Public Health Practice
for RNs 6 credits
This course takes an upstream approach to population-based public
health care, focusing on health promotion, disease prevention,
determinants of health, and fundamental issues of health equity at
individual, family, community, and system levels of practice"
"or GEOL 107 or GEOL 121
GEOL 291 Introduction to Water and Soil Analysis",GEOL 100,2,"NURS 320, NURS 382"
Petrology,GEOL 302,4,RN Licensure
GEOL 310 Earth and Space Systems,GEOL 201,3,"Select one course: PHIL 120W, PHIL 222W, PHIL 224W, or
PHIL 226W
PHIL 323W Philosophy of Economics 3 credits
This course will introduce students to important texts in moral and
social philosophy that provide the foundation for modern economics"
GEOL 320W Sedimentology and Stratigraphy,GEOL 121,4,"Either MATH 112 and MATH 113, or MATH 115
PHYS 212 Principles of Physics II 4 credits
Includes waves and sound, electricity and magnetism, light and optics,
and topics in modern physics"
GEOL 330 Structural Geology,GEOL 121,4,"PHYS 211
PHYS 220 Skills for Introductory Physics 2 credits
PHYS 220 focuses on mathematical methods for introductory physics
and problem-solving skills framed in Newton"
"or GEOL 121 and GEOL 122
GEOL 410 Glacial Geology",GEOL 100,3,MATH 121 with a 
"or GEOL 107 or GEOL 121
GEOL 430 Intro to Geophysics and Seismology",GEOL 100,3,MATH 121 with a 
Applied Soil Science and Surface Hydrology,GEOL 449,4,PHYS 221 with a 
"GEOL 104 or GEOL 107 or GEOL 121
GEOL 450 Hydrogeology",GEOL 100,3,PHYS 221 with a 
"or GEOL 107 or GEOL 121
GEOL 460 Soil Biogeochemistry",GEOL 100,3,MATH 122
"or CHEM 201
GEOL 490 Workshop 1-4 credits
GEOL 495 Seminar",CHEM 191,2,"PHYS 335
PHYS 381 Tutoring Physics 1-3 credits
Supervised experience as an instructional assistant"
"Individual Study 1-5 credits
German
GER 101 Elementary German I",GEOL 499,4,"Consent
PHYS 417 Biophysics 2 credits
This course bridges the gap between introductory physics and its
application to the life and biomedical sciences"
"Elementary German II 4 credits
Prerequisites: GER 101 or equivalent
GER 150W The German-Speaking Countries: An Interdisciplinary
Introduction",GER 102,4,"MATH 121, PHYS 212 or PHYS 222
PHYS 441 Mechanics 4 credits
Rectilinear motion of a particle, general motion of a particle in three
dimensions, Newtonian mechanics including harmonic oscillations,
forced oscillations, central forces and orbital motion, collisions,
noninertial reference systems, dynamics of a system particles, rigid body
motion, Lagrangian and Hamiltonian mechanics, normal coordinates"
